date,url,tags,au_url,au_id,title,description,year
2009-07-07,content-templates-to-the-rescue,content-strategy;writing;workflow-tools,erinkissane,Erin Kissane,Content Templates to the Rescue,"As an industry, we’ve learned to plan our sites to achieve business goals and meet human needs while shipping on time and delivering compelling user experiences. Alas, despite all the sweat we pour into strategy sessions and GANTT charts, we still have to coax content out of our subject matter experts and get it onto every page of the site. This is where the strongest hearts grow frail, and even seasoned developers reach for Advil or something stronger. But help, in the form of content templates, is on the way. Seize the power.",2009
2009-06-23,visual-decision-making,graphic-design;interaction-design;usability,plynch,Patrick Lynch,Visual Decision Making,"If it takes only 50 milliseconds for users to form an aesthetic opinion of your site’s credibility and trustworthiness, are designers who create visually compelling sites simply wasting time and treasure on graphic indulgences? Patrick Lynch doesn’t think so.",2009
2009-06-23,introduction-to-rdfa,browsers;html;usability,mbirbeck,Mark Birbeck,Introduction to RDFa,"In part one of a two-part primer on RDFa, learn how semantic features normally confined to the head of an HTML document can be used to add semantic richness to the elements of the body. Mark Birbeck shows us how.",2009
2009-06-09,indexing-the-web-its-not-just-googles-business,the-server-side;usability,lylemullican,Lyle Mullican,Indexing the Web—It’s Not Just Google’s Business,"Interface responsiveness is one of many details web developers must consider in their quest to deliver a good user experience. An application that responds quickly enhances the user’s sense of control. In working to maximize application speed, though, one often-overlooked element can affect performance more than almost anything else: database design.",2009
2009-06-09,managing-werewolves,industry;project-management,michaellopp,Michael Lopp,Managing Werewolves,"While you’re always optimistic when leading a team, you know that not everyone’s got your back. Liars and poor communicators can wipe out good work faster than a 404 error. Learn how to think critically about verbal and non-verbal behavior and to separate office politics from truth, so you don’t let the Werewolves win.",2009
2009-05-25,creating-intrinsic-ratios-for-video,css;html;javascript;responsive-design,tkoblentz,Thierry Koblentz,Creating Intrinsic Ratios for Video,"Have you ever wanted to resize a video on the fly, scaling it as you would an image? Using intrinsic ratios for video and some padding property magic, you can. Thierry Koblentz shows us how.",2009
2009-05-25,burnout,state-of-the-web,scott-boms,Scott Boms,Burnout,"Does every day feel like a bad day? Blurry boundaries between work and home, and the “always on” demands of the web can lead to depression and burnout. Learn the signs of burnout and how to maintain your bliss.",2009
2009-05-05,taking-the-guesswork-out-of-design,graphic-design;layout-grids;creativity;interaction-design,dritzenthaler,Daniel Ritzenthaler,Taking the Guesswork Out of Design,"Clients, like other humans, often fear what they don’t understand. Daniel Ritzenthaler explains how sound goal-setting, documentation, and communication strategies can bridge the gap between a designer’s intuition and a client’s need for proof.",2009
2009-05-05,the-wisdom-of-community,community,derekpowazek,Derek Powazek,The Wisdom of Community,"The Wisdom of Crowds (WOC) theory does not mean that people are smart in groups ,  they’re not. Anyone who’s seen an angry mob knows it. But crowds, presented with the right challenge and the right interface, can be wise. When it works, the crowd is wiser, in fact, than any single participant.",2009
2009-04-21,indefenseofeyecandy,graphic-design,stephenanderson,Stephen P. Anderson,In Defense of Eye Candy,"Research proves attractive things work better. How we think cannot be separated from how we feel. The next time a boss, client, or co-worker scoffs at the notion that beauty is an important aspect of interface design, point their peepers here.",2009
2009-04-21,realfontsontheweb,typography-web-fonts,davidberlow;zeldman,David Berlow;Jeffrey Zeldman,Real Fonts on the Web: An Interview with The Font Bureau’s David Berlow,"Is there life after Georgia? We ask David Berlow, co-founder of The Font Bureau, Inc, and the first TrueType type designer, how type designers and web designers can work together to resolve licensing and technology issues that stand between us and real fonts on the web.",2009
2009-04-08,findings,industry;state-of-the-web,alastaff,ALA Staff,"Findings from the Web Design Survey, 2008","If we, the people who make websites, want the world to know who we are and what we do, it’s up to each of us to stand up and represent. This year, 30,055 of you did just that, taking time out of your busy work day to answer the detailed questions in the second A List Apart Survey. Find out what we learned about our profession and ourselves.",2009
